,Ano,Mês,Município,Produto,Unidade de Medida,Preço médio
14283,2019,5,VITORIA DA CONQUISTA,GASOLINA COMUM,R$/l,4.882
14284,2019,5,VITORIA DA CONQUISTA,GLP,R$/13Kg,68.438
14285,2019,5,VITORIA DA CONQUISTA,ÓLEO DIESEL,R$/l,3.631
14286,2019,5,VITORIA DA CONQUISTA,ÓLEO DIESEL S10,R$/l,3.771
14287,2019,5,VITORIA DE SANTO ANTAO,ETANOL HIDRATADO,R$/l,3.662
14288,2019,5,VITORIA DE SANTO ANTAO,GASOLINA COMUM,R$/l,4.431
14289,2019,5,VITORIA DE SANTO ANTAO,GLP,R$/13Kg,61.25
14290,2019,5,VITORIA DE SANTO ANTAO,ÓLEO DIESEL S10,R$/l,3.568
14291,2019,5,VOLTA REDONDA,ETANOL HIDRATADO,R$/l,4.228
14292,2019,5,VOLTA REDONDA,GASOLINA COMUM,R$/l,5.12
14293,2019,5,VOLTA REDONDA,GLP,R$/13Kg,70.072
14294,2019,5,VOLTA REDONDA,GNV,R$/m3,3.656
14295,2019,5,VOLTA REDONDA,ÓLEO DIESEL,R$/l,3.804
14296,2019,5,VOLTA REDONDA,ÓLEO DIESEL S10,R$/l,3.899
14297,2019,5,VOTORANTIM,ETANOL HIDRATADO,R$/l,2.726
14298,2019,5,VOTORANTIM,GASOLINA COMUM,R$/l,4.244
14299,2019,5,VOTORANTIM,GLP,R$/13Kg,65.412
14300,2019,5,VOTORANTIM,ÓLEO DIESEL,R$/l,3.543
14301,2019,5,VOTORANTIM,ÓLEO DIESEL S10,R$/l,3.605
14302,2019,5,VOTUPORANGA,ETANOL HIDRATADO,R$/l,2.84
14303,2019,5,VOTUPORANGA,GASOLINA COMUM,R$/l,4.405
14304,2019,5,VOTUPORANGA,GLP,R$/13Kg,65.875
14305,2019,5,VOTUPORANGA,ÓLEO DIESEL,R$/l,3.702
14306,2019,5,VOTUPORANGA,ÓLEO DIESEL S10,R$/l,3.795
14307,2019,5,XANXERE,ETANOL HIDRATADO,R$/l,3.48
14308,2019,5,XANXERE,GASOLINA COMUM,R$/l,4.296
14309,2019,5,XANXERE,GLP,R$/13Kg,76.75
14310,2019,5,XANXERE,ÓLEO DIESEL,R$/l,3.412
14311,2019,5,XANXERE,ÓLEO DIESEL S10,R$/l,3.455
14312,2019,5,XINGUARA,ETANOL HIDRATADO,R$/l,4.023
14313,2019,5,XINGUARA,GASOLINA COMUM,R$/l,5.005
14314,2019,5,XINGUARA,GLP,R$/13Kg,95.75
14315,2019,5,XINGUARA,ÓLEO DIESEL,R$/l,3.904
14316,2019,5,XINGUARA,ÓLEO DIESEL S10,R$/l,3.95
14317,2019,6,ABAETETUBA,ETANOL HIDRATADO,R$/l,4.433
14318,2019,6,ABAETETUBA,GASOLINA COMUM,R$/l,5.042
14319,2019,6,ABAETETUBA,GLP,R$/13Kg,71.517
14320,2019,6,ABAETETUBA,ÓLEO DIESEL,R$/l,4.09
14321,2019,6,ABAETETUBA,ÓLEO DIESEL S10,R$/l,4.092
14322,2019,6,ACAILANDIA,ETANOL HIDRATADO,R$/l,3.615
14323,2019,6,ACAILANDIA,GASOLINA COMUM,R$/l,4.584
14324,2019,6,ACAILANDIA,GLP,R$/13Kg,75.0
14325,2019,6,ACAILANDIA,ÓLEO DIESEL,R$/l,3.694
14326,2019,6,ACAILANDIA,ÓLEO DIESEL S10,R$/l,3.751
14327,2019,6,ADAMANTINA,ETANOL HIDRATADO,R$/l,2.432
14328,2019,6,ADAMANTINA,GASOLINA COMUM,R$/l,4.32
14329,2019,6,ADAMANTINA,GLP,R$/13Kg,67.0
14330,2019,6,ADAMANTINA,ÓLEO DIESEL,R$/l,3.481
14331,2019,6,ADAMANTINA,ÓLEO DIESEL S10,R$/l,3.661
14332,2019,6,AGUAS LINDAS DE GOIAS,ETANOL HIDRATADO,R$/l,2.752
14333,2019,6,AGUAS LINDAS DE GOIAS,GASOLINA COMUM,R$/l,4.559
14334,2019,6,AGUAS LINDAS DE GOIAS,GLP,R$/13Kg,61.525
14335,2019,6,AGUAS LINDAS DE GOIAS,ÓLEO DIESEL,R$/l,3.755
14336,2019,6,AGUAS LINDAS DE GOIAS,ÓLEO DIESEL S10,R$/l,3.864
14337,2019,6,ALAGOINHAS,ETANOL HIDRATADO,R$/l,3.496
14338,2019,6,ALAGOINHAS,GASOLINA COMUM,R$/l,4.576
14339,2019,6,ALAGOINHAS,GLP,R$/13Kg,65.667
14340,2019,6,ALAGOINHAS,ÓLEO DIESEL,R$/l,3.498
14341,2019,6,ALAGOINHAS,ÓLEO DIESEL S10,R$/l,3.611
14342,2019,6,ALEGRETE,ETANOL HIDRATADO,R$/l,4.098
14343,2019,6,ALEGRETE,GASOLINA COMUM,R$/l,4.938
14344,2019,6,ALEGRETE,GLP,R$/13Kg,72.994
14345,2019,6,ALEGRETE,ÓLEO DIESEL,R$/l,3.624
14346,2019,6,ALEGRETE,ÓLEO DIESEL S10,R$/l,3.707
14347,2019,6,ALENQUER,GASOLINA COMUM,R$/l,4.881
14348,2019,6,ALENQUER,GLP,R$/13Kg,81.334
14349,2019,6,ALENQUER,ÓLEO DIESEL,R$/l,3.93
14350,2019,6,ALFENAS,ETANOL HIDRATADO,R$/l,3.175
14351,2019,6,ALFENAS,GASOLINA COMUM,R$/l,5.057
14352,2019,6,ALFENAS,GLP,R$/13Kg,64.525
14353,2019,6,ALFENAS,ÓLEO DIESEL,R$/l,3.809
14354,2019,6,ALFENAS,ÓLEO DIESEL S10,R$/l,3.901
14355,2019,6,ALTA FLORESTA,ETANOL HIDRATADO,R$/l,2.84
14356,2019,6,ALTA FLORESTA,GASOLINA COMUM,R$/l,4.975
14357,2019,6,ALTA FLORESTA,GLP,R$/13Kg,102.567
14358,2019,6,ALTA FLORESTA,ÓLEO DIESEL,R$/l,4.325
14359,2019,6,ALTA FLORESTA,ÓLEO DIESEL S10,R$/l,4.429
14360,2019,6,ALTAMIRA,ETANOL HIDRATADO,R$/l,3.99
14361,2019,6,ALTAMIRA,GASOLINA COMUM,R$/l,5.124
14362,2019,6,ALTAMIRA,GLP,R$/13Kg,88.24
14363,2019,6,ALTAMIRA,ÓLEO DIESEL,R$/l,4.141
14364,2019,6,ALTAMIRA,ÓLEO DIESEL S10,R$/l,4.235
14365,2019,6,ALVORADA,ETANOL HIDRATADO,R$/l,4.229
14366,2019,6,ALVORADA,GASOLINA COMUM,R$/l,4.706
14367,2019,6,ALVORADA,GLP,R$/13Kg,65.629
14368,2019,6,ALVORADA,ÓLEO DIESEL,R$/l,3.739
14369,2019,6,ALVORADA,ÓLEO DIESEL S10,R$/l,3.754
14370,2019,6,AMERICANA,ETANOL HIDRATADO,R$/l,2.488
14371,2019,6,AMERICANA,GASOLINA COMUM,R$/l,4.111
14372,2019,6,AMERICANA,GLP,R$/13Kg,67.467
14373,2019,6,AMERICANA,ÓLEO DIESEL,R$/l,3.297
14374,2019,6,AMERICANA,ÓLEO DIESEL S10,R$/l,3.491
14375,2019,6,AMPARO,ETANOL HIDRATADO,R$/l,2.818
14376,2019,6,AMPARO,GASOLINA COMUM,R$/l,4.36
14377,2019,6,AMPARO,GLP,R$/13Kg,72.08
14378,2019,6,AMPARO,ÓLEO DIESEL,R$/l,3.565
14379,2019,6,AMPARO,ÓLEO DIESEL S10,R$/l,3.659
14380,2019,6,ANANINDEUA,ETANOL HIDRATADO,R$/l,3.45
14381,2019,6,ANANINDEUA,GASOLINA COMUM,R$/l,4.246
14382,2019,6,ANANINDEUA,GLP,R$/13Kg,73.358
14383,2019,6,ANANINDEUA,ÓLEO DIESEL S10,R$/l,3.83
14384,2019,6,ANAPOLIS,ETANOL HIDRATADO,R$/l,2.776
14385,2019,6,ANAPOLIS,GASOLINA COMUM,R$/l,4.437
14386,2019,6,ANAPOLIS,GLP,R$/13Kg,73.189
14387,2019,6,ANAPOLIS,ÓLEO DIESEL,R$/l,3.553
14388,2019,6,ANAPOLIS,ÓLEO DIESEL S10,R$/l,3.692
14389,2019,6,ANGRA DOS REIS,ETANOL HIDRATADO,R$/l,4.154
14390,2019,6,ANGRA DOS REIS,GASOLINA COMUM,R$/l,5.257
14391,2019,6,ANGRA DOS REIS,GLP,R$/13Kg,70.972
14392,2019,6,ANGRA DOS REIS,ÓLEO DIESEL,R$/l,3.895
14393,2019,6,ANGRA DOS REIS,ÓLEO DIESEL S10,R$/l,3.948
14394,2019,6,APARECIDA DE GOIANIA,ETANOL HIDRATADO,R$/l,2.953
14395,2019,6,APARECIDA DE GOIANIA,GASOLINA COMUM,R$/l,4.698
14396,2019,6,APARECIDA DE GOIANIA,GLP,R$/13Kg,72.726
14397,2019,6,APARECIDA DE GOIANIA,ÓLEO DIESEL,R$/l,3.569
14398,2019,6,APARECIDA DE GOIANIA,ÓLEO DIESEL S10,R$/l,3.756
14399,2019,6,APUCARANA,ETANOL HIDRATADO,R$/l,2.842
14400,2019,6,APUCARANA,GASOLINA COMUM,R$/l,4.338
14401,2019,6,APUCARANA,GLP,R$/13Kg,65.45
14402,2019,6,APUCARANA,ÓLEO DIESEL,R$/l,3.503
14403,2019,6,APUCARANA,ÓLEO DIESEL S10,R$/l,3.571
14404,2019,6,ARACAJU,ETANOL HIDRATADO,R$/l,3.698
14405,2019,6,ARACAJU,GASOLINA COMUM,R$/l,4.444
14406,2019,6,ARACAJU,GLP,R$/13Kg,70.933
14407,2019,6,ARACAJU,GNV,R$/m3,3.729
14408,2019,6,ARACAJU,ÓLEO DIESEL,R$/l,3.698
14409,2019,6,ARACAJU,ÓLEO DIESEL S10,R$/l,3.775
14410,2019,6,ARACATUBA,ETANOL HIDRATADO,R$/l,2.384
14411,2019,6,ARACATUBA,GASOLINA COMUM,R$/l,4.225
14412,2019,6,ARACATUBA,GLP,R$/13Kg,65.565
14413,2019,6,ARACATUBA,GNV,R$/m3,3.399
14414,2019,6,ARACATUBA,ÓLEO DIESEL,R$/l,3.496
14415,2019,6,ARACATUBA,ÓLEO DIESEL S10,R$/l,3.633
14416,2019,6,ARACRUZ,ETANOL HIDRATADO,R$/l,3.642
14417,2019,6,ARACRUZ,GASOLINA COMUM,R$/l,4.661
14418,2019,6,ARACRUZ,GLP,R$/13Kg,64.943
14419,2019,6,ARACRUZ,ÓLEO DIESEL,R$/l,3.634
14420,2019,6,ARACRUZ,ÓLEO DIESEL S10,R$/l,3.682
14421,2019,6,ARAGUAINA,ETANOL HIDRATADO,R$/l,3.849
14422,2019,6,ARAGUAINA,GASOLINA COMUM,R$/l,4.725
14423,2019,6,ARAGUAINA,GLP,R$/13Kg,82.0
14424,2019,6,ARAGUAINA,ÓLEO DIESEL,R$/l,3.527
14425,2019,6,ARAGUAINA,ÓLEO DIESEL S10,R$/l,3.564
14426,2019,6,ARAGUARI,ETANOL HIDRATADO,R$/l,2.948
14427,2019,6,ARAGUARI,GASOLINA COMUM,R$/l,4.812
14428,2019,6,ARAGUARI,GLP,R$/13Kg,71.197
14429,2019,6,ARAGUARI,ÓLEO DIESEL,R$/l,3.579
14430,2019,6,ARAGUARI,ÓLEO DIESEL S10,R$/l,3.678
14431,2019,6,ARAPIRACA,ETANOL HIDRATADO,R$/l,3.784
14432,2019,6,ARAPIRACA,GASOLINA COMUM,R$/l,4.764
14433,2019,6,ARAPIRACA,GLP,R$/13Kg,63.44
14434,2019,6,ARAPIRACA,ÓLEO DIESEL,R$/l,3.759
14435,2019,6,ARAPIRACA,ÓLEO DIESEL S10,R$/l,3.814
14436,2019,6,ARAPONGAS,ETANOL HIDRATADO,R$/l,2.794
14437,2019,6,ARAPONGAS,GASOLINA COMUM,R$/l,4.358
14438,2019,6,ARAPONGAS,GLP,R$/13Kg,67.781
14439,2019,6,ARAPONGAS,ÓLEO DIESEL,R$/l,3.42
14440,2019,6,ARAPONGAS,ÓLEO DIESEL S10,R$/l,3.515
14441,2019,6,ARARANGUA,ETANOL HIDRATADO,R$/l,3.689
14442,2019,6,ARARANGUA,GASOLINA COMUM,R$/l,4.088
14443,2019,6,ARARANGUA,GLP,R$/13Kg,66.7
14444,2019,6,ARARANGUA,GNV,R$/m3,2.949
14445,2019,6,ARARANGUA,ÓLEO DIESEL,R$/l,3.412
14446,2019,6,ARARANGUA,ÓLEO DIESEL S10,R$/l,3.508
14447,2019,6,ARARAQUARA,ETANOL HIDRATADO,R$/l,2.69
14448,2019,6,ARARAQUARA,GASOLINA COMUM,R$/l,4.343
14449,2019,6,ARARAQUARA,GLP,R$/13Kg,76.683
14450,2019,6,ARARAQUARA,ÓLEO DIESEL,R$/l,3.491
14451,2019,6,ARARAQUARA,ÓLEO DIESEL S10,R$/l,3.645
14452,2019,6,ARARAS,ETANOL HIDRATADO,R$/l,2.732
14453,2019,6,ARARAS,GASOLINA COMUM,R$/l,4.276
14454,2019,6,ARARAS,GLP,R$/13Kg,71.203
14455,2019,6,ARARAS,ÓLEO DIESEL,R$/l,3.415
14456,2019,6,ARARAS,ÓLEO DIESEL S10,R$/l,3.511
14457,2019,6,ARARIPINA,ETANOL HIDRATADO,R$/l,3.891
14458,2019,6,ARARIPINA,GASOLINA COMUM,R$/l,4.916
14459,2019,6,ARARIPINA,GLP,R$/13Kg,71.667
14460,2019,6,ARARIPINA,ÓLEO DIESEL,R$/l,3.427
14461,2019,6,ARARIPINA,ÓLEO DIESEL S10,R$/l,3.6
14462,2019,6,ARARUAMA,ETANOL HIDRATADO,R$/l,3.648
14463,2019,6,ARARUAMA,GASOLINA COMUM,R$/l,4.911
14464,2019,6,ARARUAMA,GLP,R$/13Kg,55.986
14465,2019,6,ARARUAMA,GNV,R$/m3,3.799
14466,2019,6,ARARUAMA,ÓLEO DIESEL,R$/l,3.689
14467,2019,6,ARARUAMA,ÓLEO DIESEL S10,R$/l,3.759
14468,2019,6,ARAUCARIA,ETANOL HIDRATADO,R$/l,2.921
14469,2019,6,ARAUCARIA,GASOLINA COMUM,R$/l,4.211
14470,2019,6,ARAUCARIA,GLP,R$/13Kg,64.015
14471,2019,6,ARAUCARIA,ÓLEO DIESEL,R$/l,3.315
14472,2019,6,ARAUCARIA,ÓLEO DIESEL S10,R$/l,3.401
14473,2019,6,ARAXA,ETANOL HIDRATADO,R$/l,3.131
14474,2019,6,ARAXA,GASOLINA COMUM,R$/l,4.909
14475,2019,6,ARAXA,GLP,R$/13Kg,65.55
14476,2019,6,ARAXA,ÓLEO DIESEL,R$/l,3.76
14477,2019,6,ARAXA,ÓLEO DIESEL S10,R$/l,3.83
14478,2019,6,ARCOVERDE,ETANOL HIDRATADO,R$/l,3.662
14479,2019,6,ARCOVERDE,GASOLINA COMUM,R$/l,4.537
14480,2019,6,ARCOVERDE,GLP,R$/13Kg,70.0
14481,2019,6,ARCOVERDE,ÓLEO DIESEL S10,R$/l,3.441
14482,2019,6,ARIQUEMES,ETANOL HIDRATADO,R$/l,3.939
14483,2019,6,ARIQUEMES,GASOLINA COMUM,R$/l,4.626
14484,2019,6,ARIQUEMES,GLP,R$/13Kg,81.075
14485,2019,6,ARIQUEMES,ÓLEO DIESEL,R$/l,3.879
14486,2019,6,ARIQUEMES,ÓLEO DIESEL S10,R$/l,3.932
14487,2019,6,ASSIS,ETANOL HIDRATADO,R$/l,2.469
14488,2019,6,ASSIS,GASOLINA COMUM,R$/l,4.34
14489,2019,6,ASSIS,GLP,R$/13Kg,68.657
14490,2019,6,ASSIS,ÓLEO DIESEL,R$/l,3.592
14491,2019,6,ASSIS,ÓLEO DIESEL S10,R$/l,3.642
14492,2019,6,ASSIS CHATEAUBRIAND,ETANOL HIDRATADO,R$/l,2.937
14493,2019,6,ASSIS CHATEAUBRIAND,GASOLINA COMUM,R$/l,4.48
14494,2019,6,ASSIS CHATEAUBRIAND,GLP,R$/13Kg,82.05
14495,2019,6,ASSIS CHATEAUBRIAND,ÓLEO DIESEL,R$/l,3.387
14496,2019,6,ASSIS CHATEAUBRIAND,ÓLEO DIESEL S10,R$/l,3.477
14497,2019,6,ATIBAIA,ETANOL HIDRATADO,R$/l,2.754
14498,2019,6,ATIBAIA,GASOLINA COMUM,R$/l,4.26
14499,2019,6,ATIBAIA,GLP,R$/13Kg,66.778
14500,2019,6,ATIBAIA,ÓLEO DIESEL,R$/l,3.523
14501,2019,6,ATIBAIA,ÓLEO DIESEL S10,R$/l,3.642
14502,2019,6,AVARE,ETANOL HIDRATADO,R$/l,2.698
14503,2019,6,AVARE,GASOLINA COMUM,R$/l,4.283
14504,2019,6,AVARE,GLP,R$/13Kg,62.625
14505,2019,6,AVARE,ÓLEO DIESEL,R$/l,3.669
14506,2019,6,AVARE,ÓLEO DIESEL S10,R$/l,3.744
14507,2019,6,BACABAL,ETANOL HIDRATADO,R$/l,4.055
14508,2019,6,BACABAL,GASOLINA COMUM,R$/l,4.719
14509,2019,6,BACABAL,GLP,R$/13Kg,70.667
14510,2019,6,BACABAL,ÓLEO DIESEL,R$/l,3.812
14511,2019,6,BACABAL,ÓLEO DIESEL S10,R$/l,3.806
14512,2019,6,BAGE,ETANOL HIDRATADO,R$/l,4.778
14513,2019,6,BAGE,GASOLINA COMUM,R$/l,5.234
14514,2019,6,BAGE,GLP,R$/13Kg,71.287
14515,2019,6,BAGE,ÓLEO DIESEL,R$/l,3.936
14516,2019,6,BAGE,ÓLEO DIESEL S10,R$/l,4.028
14517,2019,6,BALNEARIO CAMBORIU,ETANOL HIDRATADO,R$/l,3.749
14518,2019,6,BALNEARIO CAMBORIU,GASOLINA COMUM,R$/l,4.096
14519,2019,6,BALNEARIO CAMBORIU,GLP,R$/13Kg,75.2
14520,2019,6,BALNEARIO CAMBORIU,ÓLEO DIESEL,R$/l,3.365
14521,2019,6,BALNEARIO CAMBORIU,ÓLEO DIESEL S10,R$/l,3.645
14522,2019,6,BALSAS,ETANOL HIDRATADO,R$/l,4.1
14523,2019,6,BALSAS,GASOLINA COMUM,R$/l,4.764
14524,2019,6,BALSAS,GLP,R$/13Kg,82.0
14525,2019,6,BALSAS,ÓLEO DIESEL,R$/l,3.782
14526,2019,6,BALSAS,ÓLEO DIESEL S10,R$/l,3.84
14527,2019,6,BARBACENA,ETANOL HIDRATADO,R$/l,3.148
14528,2019,6,BARBACENA,GASOLINA COMUM,R$/l,4.79
14529,2019,6,BARBACENA,GLP,R$/13Kg,69.333
14530,2019,6,BARBACENA,ÓLEO DIESEL,R$/l,3.702
14531,2019,6,BARBACENA,ÓLEO DIESEL S10,R$/l,3.772
14532,2019,6,BARRA DO CORDA,GASOLINA COMUM,R$/l,4.691
14533,2019,6,BARRA DO CORDA,GLP,R$/13Kg,80.25
14534,2019,6,BARRA DO CORDA,ÓLEO DIESEL,R$/l,3.643
14535,2019,6,BARRA DO CORDA,ÓLEO DIESEL S10,R$/l,3.685
14536,2019,6,BARRA DO PIRAI,ETANOL HIDRATADO,R$/l,3.987
14537,2019,6,BARRA DO PIRAI,GASOLINA COMUM,R$/l,5.127
14538,2019,6,BARRA DO PIRAI,GLP,R$/13Kg,74.973
14539,2019,6,BARRA DO PIRAI,GNV,R$/m3,3.595
14540,2019,6,BARRA DO PIRAI,ÓLEO DIESEL,R$/l,3.738
14541,2019,6,BARRA DO PIRAI,ÓLEO DIESEL S10,R$/l,3.825
14542,2019,6,BARRA MANSA,ETANOL HIDRATADO,R$/l,4.007
14543,2019,6,BARRA MANSA,GASOLINA COMUM,R$/l,5.037
14544,2019,6,BARRA MANSA,GLP,R$/13Kg,72.375
14545,2019,6,BARRA MANSA,GNV,R$/m3,3.543
14546,2019,6,BARRA MANSA,ÓLEO DIESEL,R$/l,3.706
14547,2019,6,BARRA MANSA,ÓLEO DIESEL S10,R$/l,3.857
14548,2019,6,BARREIRAS,ETANOL HIDRATADO,R$/l,3.309
14549,2019,6,BARREIRAS,GASOLINA COMUM,R$/l,4.707
14550,2019,6,BARREIRAS,GLP,R$/13Kg,72.5
14551,2019,6,BARREIRAS,ÓLEO DIESEL,R$/l,3.837
14552,2019,6,BARREIRAS,ÓLEO DIESEL S10,R$/l,3.899
14553,2019,6,BARRETOS,ETANOL HIDRATADO,R$/l,2.477
14554,2019,6,BARRETOS,GASOLINA COMUM,R$/l,4.341
14555,2019,6,BARRETOS,GLP,R$/13Kg,66.12
14556,2019,6,BARRETOS,ÓLEO DIESEL,R$/l,3.527
14557,2019,6,BARRETOS,ÓLEO DIESEL S10,R$/l,3.641
14558,2019,6,BARUERI,ETANOL HIDRATADO,R$/l,2.563
14559,2019,6,BARUERI,GASOLINA COMUM,R$/l,4.148
14560,2019,6,BARUERI,GLP,R$/13Kg,68.5
14561,2019,6,BARUERI,ÓLEO DIESEL,R$/l,3.462
14562,2019,6,BARUERI,ÓLEO DIESEL S10,R$/l,3.661
14563,2019,6,BAURU,ETANOL HIDRATADO,R$/l,2.446
14564,2019,6,BAURU,GASOLINA COMUM,R$/l,4.111
14565,2019,6,BAURU,GLP,R$/13Kg,66.445
14566,2019,6,BAURU,GNV,R$/m3,3.359
14567,2019,6,BAURU,ÓLEO DIESEL,R$/l,3.447
14568,2019,6,BAURU,ÓLEO DIESEL S10,R$/l,3.547
14569,2019,6,BAYEUX,ETANOL HIDRATADO,R$/l,3.651
14570,2019,6,BAYEUX,GASOLINA COMUM,R$/l,4.517
14571,2019,6,BAYEUX,GLP,R$/13Kg,70.0
14572,2019,6,BAYEUX,GNV,R$/m3,3.697
14573,2019,6,BAYEUX,ÓLEO DIESEL,R$/l,3.61
14574,2019,6,BAYEUX,ÓLEO DIESEL S10,R$/l,3.673
14575,2019,6,BEBEDOURO,ETANOL HIDRATADO,R$/l,2.653
14576,2019,6,BEBEDOURO,GASOLINA COMUM,R$/l,4.453
14577,2019,6,BEBEDOURO,GLP,R$/13Kg,70.889
14578,2019,6,BEBEDOURO,ÓLEO DIESEL,R$/l,3.479
14579,2019,6,BEBEDOURO,ÓLEO DIESEL S10,R$/l,3.566
14580,2019,6,BELEM,ETANOL HIDRATADO,R$/l,3.835
14581,2019,6,BELEM,GASOLINA COMUM,R$/l,4.501
14582,2019,6,BELEM,GLP,R$/13Kg,69.318
14583,2019,6,BELEM,ÓLEO DIESEL S10,R$/l,3.924
14584,2019,6,BELFORD ROXO,ETANOL HIDRATADO,R$/l,3.661
14585,2019,6,BELFORD ROXO,GASOLINA COMUM,R$/l,4.852
14586,2019,6,BELFORD ROXO,GLP,R$/13Kg,64.433
14587,2019,6,BELFORD ROXO,GNV,R$/m3,2.946
14588,2019,6,BELFORD ROXO,ÓLEO DIESEL,R$/l,3.605
14589,2019,6,BELFORD ROXO,ÓLEO DIESEL S10,R$/l,3.844
14590,2019,6,BELO HORIZONTE,ETANOL HIDRATADO,R$/l,2.873
14591,2019,6,BELO HORIZONTE,GASOLINA COMUM,R$/l,4.64
14592,2019,6,BELO HORIZONTE,GLP,R$/13Kg,65.99
14593,2019,6,BELO HORIZONTE,GNV,R$/m3,3.463
14594,2019,6,BELO HORIZONTE,ÓLEO DIESEL,R$/l,3.628
14595,2019,6,BELO HORIZONTE,ÓLEO DIESEL S10,R$/l,3.772
14596,2019,6,BELO JARDIM,ETANOL HIDRATADO,R$/l,3.614
14597,2019,6,BELO JARDIM,GASOLINA COMUM,R$/l,4.416
14598,2019,6,BELO JARDIM,GLP,R$/13Kg,65.1
14599,2019,6,BELO JARDIM,GNV,R$/m3,3.6
14600,2019,6,BELO JARDIM,ÓLEO DIESEL S10,R$/l,3.474
14601,2019,6,BENTO GONCALVES,ETANOL HIDRATADO,R$/l,4.065
14602,2019,6,BENTO GONCALVES,GASOLINA COMUM,R$/l,4.676
14603,2019,6,BENTO GONCALVES,GLP,R$/13Kg,69.867
14604,2019,6,BENTO GONCALVES,ÓLEO DIESEL,R$/l,3.573
14605,2019,6,BENTO GONCALVES,ÓLEO DIESEL S10,R$/l,3.69
14606,2019,6,BETIM,ETANOL HIDRATADO,R$/l,2.991
14607,2019,6,BETIM,GASOLINA COMUM,R$/l,4.653
14608,2019,6,BETIM,GLP,R$/13Kg,70.854
14609,2019,6,BETIM,ÓLEO DIESEL,R$/l,3.553
14610,2019,6,BETIM,ÓLEO DIESEL S10,R$/l,3.636
14611,2019,6,BIGUACU,ETANOL HIDRATADO,R$/l,3.592
14612,2019,6,BIGUACU,GASOLINA COMUM,R$/l,4.07
14613,2019,6,BIGUACU,GLP,R$/13Kg,68.399
14614,2019,6,BIGUACU,GNV,R$/m3,2.876
14615,2019,6,BIGUACU,ÓLEO DIESEL,R$/l,3.518
14616,2019,6,BIGUACU,ÓLEO DIESEL S10,R$/l,3.598
14617,2019,6,BIRIGUI,ETANOL HIDRATADO,R$/l,2.448
14618,2019,6,BIRIGUI,GASOLINA COMUM,R$/l,4.327
14619,2019,6,BIRIGUI,GLP,R$/13Kg,65.313
14620,2019,6,BIRIGUI,ÓLEO DIESEL,R$/l,3.521
14621,2019,6,BIRIGUI,ÓLEO DIESEL S10,R$/l,3.614
14622,2019,6,BLUMENAU,ETANOL HIDRATADO,R$/l,3.483
14623,2019,6,BLUMENAU,GASOLINA COMUM,R$/l,4.047
14624,2019,6,BLUMENAU,GLP,R$/13Kg,73.285
14625,2019,6,BLUMENAU,GNV,R$/m3,2.867
14626,2019,6,BLUMENAU,ÓLEO DIESEL,R$/l,3.442
14627,2019,6,BLUMENAU,ÓLEO DIESEL S10,R$/l,3.6
14628,2019,6,BOA VISTA,ETANOL HIDRATADO,R$/l,3.751
14629,2019,6,BOA VISTA,GASOLINA COMUM,R$/l,4.211
14630,2019,6,BOA VISTA,GLP,R$/13Kg,84.225
14631,2019,6,BOA VISTA,ÓLEO DIESEL,R$/l,3.619
14632,2019,6,BOA VISTA,ÓLEO DIESEL S10,R$/l,3.687
14633,2019,6,BOM DESPACHO,ETANOL HIDRATADO,R$/l,3.018
14634,2019,6,BOM DESPACHO,GASOLINA COMUM,R$/l,4.747
14635,2019,6,BOM DESPACHO,GLP,R$/13Kg,79.22
14636,2019,6,BOM DESPACHO,ÓLEO DIESEL,R$/l,3.638
14637,2019,6,BOM DESPACHO,ÓLEO DIESEL S10,R$/l,3.697
14638,2019,6,BOTUCATU,ETANOL HIDRATADO,R$/l,2.81
14639,2019,6,BOTUCATU,GASOLINA COMUM,R$/l,4.396
14640,2019,6,BOTUCATU,GLP,R$/13Kg,66.787
14641,2019,6,BOTUCATU,ÓLEO DIESEL,R$/l,3.54
14642,2019,6,BOTUCATU,ÓLEO DIESEL S10,R$/l,3.646
14643,2019,6,BRAGANCA,ETANOL HIDRATADO,R$/l,3.9
14644,2019,6,BRAGANCA,GASOLINA COMUM,R$/l,4.452
14645,2019,6,BRAGANCA,GLP,R$/13Kg,74.4
14646,2019,6,BRAGANCA,ÓLEO DIESEL,R$/l,3.76
14647,2019,6,BRAGANCA,ÓLEO DIESEL S10,R$/l,3.645
14648,2019,6,BRAGANCA PAULISTA,ETANOL HIDRATADO,R$/l,2.656
14649,2019,6,BRAGANCA PAULISTA,GASOLINA COMUM,R$/l,4.188
14650,2019,6,BRAGANCA PAULISTA,GLP,R$/13Kg,61.56
14651,2019,6,BRAGANCA PAULISTA,ÓLEO DIESEL,R$/l,3.482
14652,2019,6,BRAGANCA PAULISTA,ÓLEO DIESEL S10,R$/l,3.582
14653,2019,6,BRASILIA,ETANOL HIDRATADO,R$/l,3.204
14654,2019,6,BRASILIA,GASOLINA COMUM,R$/l,4.316
14655,2019,6,BRASILIA,GLP,R$/13Kg,73.49
14656,2019,6,BRASILIA,ÓLEO DIESEL,R$/l,3.721
14657,2019,6,BRASILIA,ÓLEO DIESEL S10,R$/l,3.855
14658,2019,6,BRUMADO,ETANOL HIDRATADO,R$/l,3.645
14659,2019,6,BRUMADO,GASOLINA COMUM,R$/l,4.976
14660,2019,6,BRUMADO,GLP,R$/13Kg,60.0
